type, location, category
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/Fbl94dFF_Dg.txt,make payment
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/VjddvOxwtNQ.txt
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/et3a2WvcgCE.txt,not received payment
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/FTiWUkDvqaI.txt
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/bV4HrXquB9I.txt,verification
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/FBzo2-cf8ng.txt,card
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/fy4D868TuYs.txt,case status
TEST,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/apj8rqd-lyg.txt,arrears
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/WoGLBX5Svh8.txt,addressing check
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/JsKQ-bFDZ-o.txt,payment timelines
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/FNYXI-S4udg.txt,contact human
TEST,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/XvLq7PJIxmM.txt,not received payment
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/UWlnW4sgZO0.txt
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/Hgg0DMAJypE.txt,change of information
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/K0eVD6RTIq4.txt,documentation
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/f7qhlpb99Q8.txt,office locations
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/bPAWtQK6Joo.txt
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/L8qIQEzJquo.txt,office locations
TEST,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/BZ7FWK0OPCI.txt
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/cQc_e_DYtB8.txt,legal
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/JzwhCSUglUA.txt,snap
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/SX0L1-qPszQ.txt
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/EHVBDQPQpCM.txt,office locations
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/LhEZsIx0xWI.txt,account balance
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/M3GrYLQY2pY.txt,not received payment
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/FbY6trQrG7o.txt
VALIDATION,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/X2NHw87jaqY.txt,contact human
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/BV8x-mmDShY.txt,case status
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/RmPNoq8cjuo.txt,enforcement
VALIDATION,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/ZLTn9HMJGDA.txt,account balance
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/Z-KVdMAGTS8.txt,fax
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/Y_QskuZ65S8.txt
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/UGIJ2FPPO4I.txt
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/e4fEveap92U.txt,interstate
VALIDATION,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/BXND5mRLcp8.txt,snap
VALIDATION,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/L9R1MfvKq7Y.txt,estimate payments
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/WOW8PDKizac.txt,incarceration
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/Qd3sRhR2PkA.txt,case status
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/BwR1TRW4rZM.txt,snap
TEST,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/BTWXPKgmGj8.txt,terminate
TEST,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/AnRhRepc4Tg.txt,fax
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/feK6BcCv4Uo.txt,verification
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/PF-RPWuBDms.txt
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/UORAO13PZy8.txt
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/UBdZEwHxnwE.txt
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/VCmP9NvQ3Uk.txt,make payment
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/I6tTvvphxzI.txt,gratitude
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/dKbf-28Q5TY.txt,open case
TEST,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/RYtJ-xlq2No.txt,account information
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/aszqhXH8K5Q.txt,contact human
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/VItxhnTFn0s.txt,documentation
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/caGk51NcrWs.txt
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/aquF0Kg3cwc.txt,contact human
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/Vo_WSP74d-Y.txt,emancipation
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/DKCv908ZF_E.txt,case status
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/HkAPBXH9caA.txt,payment timelines
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/eqL0Mws8jXM.txt,not received payment
VALIDATION,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/BOJMOa4WUXE.txt,interstate
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/dgSRqppaQbQ.txt,terminate
TEST,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/GpCzAU5IciE.txt,payment modification
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/FbcdVUFF3gs.txt,terminate
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/Gko5ORFiZAo.txt,verification
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/TYrOFkJSw3c.txt,case status
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/WU1e6B1TD2U.txt,not received payment
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/CWwqHdk3Enw.txt,not received payment
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/Ds5PFikcBoY.txt,change employment information
TEST,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/UmDZrRrLUHo.txt,payment timelines
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/LxJZ2hKagH8.txt
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/ObILqbT7XNk.txt,payment modification
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/ZJ1aH9jA8a8.txt,contact human
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/CMkeJvW635E.txt,payment modification
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/YwIfZvNexMU.txt,contact human
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/Eqy1KKDfjsM.txt,support inquiries
VALIDATION,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/Gsk-q4gqKic.txt,emancipation
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/KkGJZ6JbNU8.txt,login
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/E8Q5XccVrCM.txt,support inquiries
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/G4JkuDCBwxA.txt,not received payment
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/DsWdH8Y0oak.txt,not received payment
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/cdwseMsHupM.txt,card
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/QEZiZ09PXMM.txt,case status
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/Mcf5dNKW46g.txt,info about parent
VALIDATION,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/O93CArHM_FY.txt,contact human
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/T5jn8FuhNds.txt,documentation
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/QMnqbtEatps.txt,account balance
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/eKuxx5nlB44.txt,complaints
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/HlIIbtYSwu0.txt,addressing check
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/EwS1no3JDJM.txt,terminate
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/FAEPZWa0Avs.txt,office locations
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/FcLT5EkgQH4.txt,contact human
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/c0jAUqbpUNY.txt,case status
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/QxZVRksOKHA.txt,visitation
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/OzmEX5Yj6hw.txt,payment modification
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/BiDCT_NYZ0w.txt
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/KiB7kAkeb7k.txt,documentation
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/VF1CG4ULfwE.txt,payment timelines
TEST,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/ZbDAvbBDgus.txt,paternity
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/OnJE8ecaYwI.txt,change of information
TEST,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/B7b8v8RwQqM.txt,legal
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/FM1uuobmKhA.txt,contact human
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/Cfb-L3OW7xs.txt
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/GnOxw3OCHAI.txt,verification
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/SvnGrckV_V8.txt,account balance
VALIDATION,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/HbAghy0zAXo.txt,contact human
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/LMa56NzEenI.txt,terminate
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/T2QbV8FWNVs.txt,payment timelines
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/OhqyVYzJdzE.txt
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/ECPbhZfIDjU.txt,fax
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/INhE4hSanos.txt,support inquiries
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/KYPo2IP4xM4.txt,card
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/Cg4K7dsOa7c.txt,snap
TEST,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/K_KHGNKeGjw.txt
VALIDATION,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/PyImv1UeIfE.txt,fax
VALIDATION,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/WtEPXSnzbZ8.txt
VALIDATION,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/LQdt0r-Ttrc.txt,arrears
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/MYuESwx0DPQ.txt,refund
VALIDATION,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/HyI7cEYZi_Q.txt
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/clLcp_IGXAs.txt,documentation
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/W2DSEhF6x6I.txt,contact human
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/ehKo1yi7LDE.txt,visitation
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/EHzk85tYr28.txt,not received payment
VALIDATION,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/XsHpMd_mgO0.txt,support inquiries
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/QIpJKZRL1Uc.txt,account balance
VALIDATION,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/GG3tUXjwucA.txt,contact human
VALIDATION,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/GUn_wmkE-4w.txt,snap
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/aHnqVdVIcxg.txt,online action
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/HxC-um6Pbrs.txt
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/CFjIOv3uSB0.txt
VALIDATION,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/U8L8W0hjsaM.txt
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/FUFzbQd4MGk.txt,card
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/R70Zjv2mFeU.txt,account balance
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/VN3pin35fRs.txt
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/cmzURecUyM8.txt,verification
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/PCswmpYuO6c.txt,contact human
TEST,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/JuJo4CMh-24.txt,not received payment
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/czjQpWHZZck.txt,complaints
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/USMPFaNEWPI.txt,office locations
VALIDATION,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/DRy1XyPK1ec.txt,info about parent
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/btc1ApVNn98.txt,complaints
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/MPR7w7-2Oxk.txt,gratitude
TEST,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/dJC_-m-7eHM.txt,card
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/WpwIPHSL2eY.txt,change employment information
TEST,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/TM4k_OnVowc.txt,account balance
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/XPtrLE2vvks.txt,contact human
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/Nkk7NsouatY.txt,enforcement
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/TB26A7yj77Q.txt,documentation
TEST,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/FtvJCUVgcsk.txt,contact human
VALIDATION,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/BpyD4VQj1II.txt,payment timelines
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/NkN9v5QRzGo.txt,account balance
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/Lo5-h_Oq-Tw.txt
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/c8Y9PCqj_mI.txt,fee
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/BCokEtAkYW8.txt,snap
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/b4ACwAK-roI.txt,card
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/DKq_FG-I9Qk.txt,not received payment
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/TW1R45KFAfA.txt,documentation
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/A7_DLOB4MCc.txt,case number
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/dbh78E4HZCw.txt,tanf
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/VAxPbnXZ64M.txt,cant make payments
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/HqrZWWU0AhQ.txt,make payment
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/OKP_6uwJ3qA.txt,payment timelines
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/DJ8-ofo2K00.txt,payment modification
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/MoXWmOSZuSg.txt
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/Ao4See9LlRE.txt,arrears
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/dEMkkYsZ-Ro.txt,fax
TEST,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/KZ-HiBgtYbY.txt,documentation
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/D9KIFGWU6U0.txt
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/S2QSLr29Sqs.txt,payment modification
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/WQY42x7rSRE.txt,complaints
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/c9dmXUWX0yk.txt,support inquiries
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/FSTDqMMdDeQ.txt,case number
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/b2WoEiJgI0U.txt,not received payment
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/QggTGcgjxog.txt,enforcement
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/D83yr9gQKPY.txt,open case
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/KkcOr_32FDM.txt,card
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/Hf0WCHU6Wpo.txt,documentation
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/Yr5hCAEkFmw.txt,case status
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/V8wjDvODI3U.txt
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/a65VHy7S4wU.txt,documentation
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/FGld11FrAvc.txt
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/cFmzl8YPnf0.txt,payment modification
TEST,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/VAhkYoZZS6w.txt
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/RIGGiQKnkbE.txt,card
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/ZtpB88dS1A0.txt,not received payment
VALIDATION,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/ClQf1yoDqZI.txt,contact human
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/Kt9OWzjXhy8.txt,estimate payments
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/ar_OrJxLcn0.txt,enforcement
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/bC9XNmRco2I.txt,card
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/QnGyvM-UV4A.txt,support inquiries
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/C7Wk9gaqVCA.txt,change of information
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/NauGNsvBf-M.txt,change of information
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/T--YdHtpot8.txt,change of information
VALIDATION,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/CYlq5Yh5_qI.txt
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/Cp-_CsrjtV8.txt
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/GhKqEjL5TWo.txt,payment modification
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/PK-w3e1XcCE.txt,contact human
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/IOjqo-pvkk8.txt,payment timelines
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/MUzF87AKaUE.txt,change employment information
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/Wz8Sl47M9jo.txt,payment history
TEST,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/K2rQa-a-97g.txt,make payment
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/T9V-DN7q2Q8.txt
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/Jt2R1JffqfQ.txt
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/HTmHxJtfEQo.txt,terminate
TEST,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/XR182RWxPR8.txt,payment modification
VALIDATION,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/b_XlmKpDCxY.txt,contact human
VALIDATION,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/CRpV5iMHA7g.txt,verification
TEST,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/LkoVmxj-O5A.txt,arrears
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/ODp_qzYwk7Y.txt,office locations
VALIDATION,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/fbaLyvZ6Cc0.txt,terminate
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/WNQNqBNfXUM.txt,case number
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/LudH96Ladfw.txt,login
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/IqUhtppsjzA.txt,payment history
TEST,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/NCvmNwS_eOk.txt,open case
VALIDATION,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/WKcAyLJOlB0.txt,account balance
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/dIioBZrF86k.txt,emancipation
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/YwAqpqTd1Uw.txt,taxes
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/ZeAvPKnuOQk.txt,contact human
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/f6sGGHTi3FE.txt,payment timelines
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/B5T3jahlzOc.txt,make payment
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/LjMu2NoqnlA.txt,not received payment
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/FcQeBKoKTTQ.txt,case status
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/OjoVr3etB_A.txt
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/apv0tiTb7QM.txt,email
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/Vbj3EJNehtg.txt
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/WdL1jPc17Ic.txt,fee
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/T7FgzQRWpCo.txt,info about parent
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/ak3hJBpR0FQ.txt,contact human
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/MRYqeYv6JNw.txt,payment timelines
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/TG-BApxG8Pk.txt,child care
VALIDATION,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/RVvS9YmYmnI.txt,taxes
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/N12_eNuuv5M.txt
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/HRTE64b48u0.txt
TEST,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/ECRRCTrjqZg.txt,contact human
TRAIN,gs://webchat-analytics-lcm/mdhs_csa_analytics_prod/uploads/content/Dd9MeZBkdm0.txt
